,Layer 0,Layer 1,,,,,,Layer 2,,,,,,
,,BasicBlock 0,,BasicBlock 1,,BasicBlock 2,,BasicBlock 0,,,BasicBlock 1,,BasicBlock 2,
,conv. 0,conv. 0,conv. 1,conv. 0,conv. 1,conv. 0,conv. 1,conv. 0,conv. 1,conv. 2,conv. 0,conv. 1,conv. 0,conv. 1
ReLU ResNet14_B,64.18604651162791,61.90269331016508,61.772371850564724,58.81841876629018,59.860990443092966,61.55516941789748,61.81581233709817,45.78810247503257,46.47275884523551,81.96078431372548,46.678966789667896,46.787497286737576,47.047970479704794,46.10375515519861
univ. rational ResNet14_B,62.325581395348834,61.81581233709817,61.38140747176369,60.81668114682884,59.165942658557775,61.55516941789748,61.59860990443093,46.244029526704296,45.61536791838507,78.82352941176471,46.72237898849577,46.88517473410028,47.069676579118735,46.678966789667896
mix. exp. ResNet14_B,62.093023255813954,61.07732406602954,61.251086012163334,58.73153779322328,59.73066898349261,60.686359687228496,59.94787141615986,46.547980894485455,46.071196006077706,78.82352941176471,46.29911004992403,47.29759062296505,47.59062296505318,46.79835033644454
