,Layer 0,Layer 1,,,,,
,,BasicBlock 0,,BasicBlock 1,,BasicBlock 2,
,conv. 0,conv. 0,conv. 1,conv. 0,conv. 1,conv. 0,conv. 1
ReLU ResNet8,48.604651162790695,48.39270199826238,50.43440486533449,51.08601216333623,50.30408340573415,49.348392701998264,50.347523892267596
univ. rational ResNet8,51.395348837209305,48.95742832319722,48.95742832319722,50.47784535186794,50.130321459600346,50.78192875760209,50.0868809730669
mix. exp. ResNet8,51.627906976744185,50.0,51.216333622936574,49.826238053866206,49.9131190269331,48.74022589052998,49.652476107732404
