Percentage of Weights pruned,Test Accuracy
0,90.18899815611555
tensor(20.0007),91.32606023355869
tensor(36.0009),91.63721573448063
tensor(48.8013),91.9137984019668
tensor(59.0416),91.79855562384756
tensor(67.2337),92.04440688383528
tensor(73.7874),92.16349108789181
tensor(79.0303),92.01751690227412
tensor(83.2246),92.37476951444376
tensor(86.5803),92.06745543945912
tensor(89.2647),91.92916410571603
tensor(91.4123),92.00215119852488
tensor(93.1303),91.54118008604793
tensor(94.5046),90.81130915795943
tensor(95.6043),90.91502765826675
tensor(96.4841),90.11216963736939
tensor(97.1879),89.07882606023355
