Percentage of Weights pruned,Test Accuracy
0,93.88829133374308
tensor(20.0007),94.2417025199754
tensor(36.0009),94.68346650276582
tensor(48.8013),94.6220036877689
tensor(59.0416),94.62968653964352
tensor(67.2337),94.41840811309157
tensor(73.7874),94.74877074370005
tensor(79.0303),94.57590657652119
tensor(83.2246),94.74108789182544
tensor(86.5803),94.54517516902273
tensor(89.2647),94.34926244622002
tensor(91.4123),94.13414259373079
tensor(93.1303),93.84987707437
tensor(94.5046),93.86524277811922
tensor(95.6043),93.68469575906576
tensor(96.4841),93.3658574062692
tensor(97.1879),93.26213890596189
tensor(97.7508),92.73202212661339
tensor(98.2013),92.32098955132145
tensor(98.5614),91.1839274738783
tensor(98.8498),90.51551936078671
tensor(99.0803),88.39121081745543
