Percentage of Weights pruned,Test Accuracy
0,93.80377996312231
tensor(20.0007),93.93054701905346
tensor(36.0009),94.19944683466503
tensor(48.8013),94.23401966810079
tensor(59.0416),94.61047940995697
tensor(67.2337),94.41072526121695
tensor(73.7874),94.44145666871542
tensor(79.0303),94.28011677934849
tensor(83.2246),94.55285802089735
tensor(86.5803),94.28395820528578
tensor(89.2647),94.25322679778732
tensor(91.4123),94.22249539028886
tensor(93.1303),94.0457897971727
tensor(94.5046),93.76536570374923
tensor(95.6043),93.36969883220651
tensor(96.4841),93.31591886908419
tensor(97.1879),92.91256914566686
tensor(97.7508),92.34019668100798
tensor(98.2013),91.99446834665027
tensor(98.5614),90.68454210202826
tensor(98.8498),90.3080823601721
tensor(99.0803),89.73570989551321
