Percentage of Weights pruned,Test Accuracy
0,93.61939151813152
tensor(20.0007),94.15719114935463
tensor(36.0010),94.31468961278425
tensor(48.8015),94.42609096496619
tensor(59.0418),94.45682237246466
tensor(67.2340),94.5298094652735
tensor(73.7878),94.37615242778118
tensor(79.0306),94.64121081745543
tensor(83.2252),94.15719114935463
tensor(86.5805),94.34926244622002
tensor(89.2650),94.2417025199754
tensor(91.4126),94.02658266748615
tensor(93.1306),94.02658266748615
tensor(94.5048),93.68469575906576
tensor(95.6045),93.42347879532882
tensor(96.4841),92.80116779348492
tensor(97.1879),92.52074370006146
tensor(97.7506),91.82160417947142
tensor(98.2010),91.23002458512599
tensor(98.5614),89.9239397664413
