Percentage of Weights pruned,Test Accuracy
0,94.03810694529808
tensor(20.0007),94.16487400122925
tensor(36.0009),94.27627535341118
tensor(48.8013),94.25706822372464
tensor(59.0416),94.60279655808235
tensor(67.2337),94.3838352796558
tensor(73.7874),94.74108789182544
tensor(79.0303),94.58743085433312
tensor(83.2246),94.80255070682236
tensor(86.5803),94.58358942839581
tensor(89.2647),94.26475107559925
tensor(91.4123),94.2378610940381
tensor(93.1303),93.94591272280269
tensor(94.5046),93.63091579594345
tensor(95.6043),93.74999999999999
tensor(96.4841),93.35433312845728
tensor(97.1879),92.9740319606638
tensor(97.7508),92.49385371850029
tensor(98.2013),91.79855562384756
tensor(98.5614),91.14935464044252
tensor(98.8498),88.3720036877689
