Percentage of Weights pruned,Test Accuracy
0,93.81146281499691
tensor(20.0007),94.44145666871542
tensor(36.0009),94.36846957590657
tensor(48.8013),94.39535955746773
tensor(59.0416),94.46066379840195
tensor(67.2337),94.78718500307313
tensor(73.7874),94.70651505838966
tensor(79.0303),94.58743085433312
tensor(83.2246),94.59511370620774
tensor(86.5803),94.65657652120466
tensor(89.2647),94.54517516902273
tensor(91.4123),94.19560540872772
tensor(93.1303),94.14566687154272
tensor(94.5046),94.03810694529808
tensor(95.6043),93.7077443146896
tensor(96.4841),93.62323294406883
tensor(97.1879),93.15842040565457
tensor(97.7508),92.59757221880761
tensor(98.2013),92.11355255070681
tensor(98.5614),91.25691456668714
tensor(98.8498),90.019975414874
tensor(99.0803),89.2478488014751
