Percentage of Weights pruned,Test Accuracy
0,93.67317148125383
tensor(20.0007),94.27627535341118
tensor(36.0010),94.41072526121695
tensor(48.8015),94.41456668715426
tensor(59.0418),94.56054087277197
tensor(67.2340),94.68346650276582
tensor(73.7878),94.5797480024585
tensor(79.0306),94.68346650276582
tensor(83.2252),94.34926244622002
tensor(86.5805),94.34926244622002
tensor(89.2650),94.09572833435772
tensor(91.4126),94.01889981561155
tensor(93.1306),93.90749846342962
tensor(94.5048),93.61555009219421
tensor(95.6045),93.53103872157345
tensor(96.4841),93.21220036877689
tensor(97.1879),92.67440073755378
tensor(97.7506),92.08666256914566
tensor(98.2010),91.379840196681
tensor(98.5614),90.3580208973571
tensor(98.8496),89.57052858020896
