Percentage of Weights pruned,Test Accuracy
0,93.54256299938535
tensor(20.0007),93.80377996312231
tensor(36.0010),94.02274124154886
tensor(48.8015),94.16871542716656
tensor(59.0418),94.29548248309771
tensor(67.2340),94.18023970497849
tensor(73.7878),94.27627535341118
tensor(79.0306),94.17255685310386
tensor(83.2252),94.2877996312231
tensor(86.5805),94.2877996312231
tensor(89.2650),94.14566687154272
tensor(91.4126),93.78073140749845
tensor(93.1306),93.97664413030115
tensor(94.5048),93.79993853718499
tensor(95.6045),93.4081130915796
tensor(96.4841),93.13153042409341
tensor(97.1879),92.42470805162876
tensor(97.7506),91.84465273509525
tensor(98.2010),91.18008604794099
tensor(98.5614),90.81899200983405
tensor(98.8496),89.04041180086047
