Percentage of Weights pruned,Test Accuracy
0,93.50030731407499
tensor(20.0007),93.98432698217579
tensor(36.0010),94.06115550092193
tensor(48.8015),94.55285802089735
tensor(59.0418),94.52596803933619
tensor(67.2340),94.60279655808235
tensor(73.7878),94.46834665027659
tensor(79.0306),94.31084818684695
tensor(83.2252),94.58743085433312
tensor(86.5805),94.28395820528578
tensor(89.2650),94.19944683466503
tensor(91.4126),93.88829133374308
tensor(93.1306),93.81530424093422
tensor(94.5048),93.96896127842655
tensor(95.6045),93.48878303626306
tensor(96.4841),93.29287031346036
tensor(97.1879),92.90104486785495
tensor(97.7506),92.16349108789181
tensor(98.2010),91.86001843884449
tensor(98.5614),90.32344806392132
tensor(98.8496),88.909803318992
