Percentage of Weights pruned,Test Accuracy
0,93.59634296250768
tensor(20.0007),93.79609711124769
tensor(36.0010),94.29548248309771
tensor(48.8015),94.37615242778118
tensor(59.0418),94.51060233558695
tensor(67.2340),94.34157959434542
tensor(73.7878),94.48371235402581
tensor(79.0306),94.66425937307929
tensor(83.2252),94.2877996312231
tensor(86.5805),94.19944683466503
tensor(89.2650),94.1379840196681
tensor(91.4126),94.0457897971727
tensor(93.1306),93.98432698217579
tensor(94.5048),93.48110018438844
tensor(95.6045),93.20451751690226
tensor(96.4841),92.94330055316533
tensor(97.1879),92.65903503380454
tensor(97.7506),91.92916410571603
tensor(98.2010),91.17240319606637
tensor(98.5614),89.38229870928089
