Percentage of Weights pruned,Test Accuracy
0,93.95359557467732
tensor(20.0007),94.16487400122925
tensor(36.0009),94.49139520590042
tensor(48.8013),94.47987092808849
tensor(59.0416),94.6757836508912
tensor(67.2337),94.73340503995082
tensor(73.7874),94.48371235402581
tensor(79.0303),94.52212661339888
tensor(83.2246),94.3838352796558
tensor(86.5803),94.52596803933619
tensor(89.2647),94.53365089121081
tensor(91.4123),94.3338967424708
tensor(93.1303),94.09572833435772
tensor(94.5046),93.83835279655808
tensor(95.6043),93.7077443146896
tensor(96.4841),93.48878303626306
tensor(97.1879),93.03549477566072
tensor(97.7508),92.38629379225569
tensor(98.2013),91.72940995697603
tensor(98.5614),90.83435771358327
tensor(98.8498),89.99692685925015
