Percentage of Weights pruned,Test Accuracy
0,93.96511985248924
tensor(20.0007),93.99969268592501
tensor(36.0009),94.49907805777504
tensor(48.8013),94.56822372464659
tensor(59.0416),94.54133374308542
tensor(67.2337),94.76797787338658
tensor(73.7874),94.73724646588812
tensor(79.0303),94.64505224339274
tensor(83.2246),94.56054087277197
tensor(86.5803),94.47218807621388
tensor(89.2647),94.04194837123539
tensor(91.4123),94.21481253841425
tensor(93.1303),94.30316533497233
tensor(94.5046),94.00353411186232
tensor(95.6043),93.34280885064535
tensor(96.4841),93.25829748002458
tensor(97.1879),92.6859250153657
tensor(97.7508),92.42086662569145
tensor(98.2013),91.85617701290718
tensor(98.5614),90.82667486170865
tensor(98.8498),90.01613398893669
tensor(99.0803),89.12876459741855
