Percentage of Weights pruned,Test Accuracy
0,93.62323294406883
tensor(20.0007),94.09572833435772
tensor(36.0010),94.28011677934849
tensor(48.8015),94.63736939151812
tensor(59.0418),94.36078672403195
tensor(67.2340),94.39535955746773
tensor(73.7878),94.62968653964352
tensor(79.0306),94.48755377996312
tensor(83.2252),94.23401966810079
tensor(86.5805),94.54901659496005
tensor(89.2650),94.15719114935463
tensor(91.4126),94.14566687154272
tensor(93.1306),94.27627535341118
tensor(94.5048),93.7077443146896
tensor(95.6045),93.38890596189304
tensor(96.4841),93.17762753534112
tensor(97.1879),92.64366933005532
tensor(97.7506),91.80623847572218
tensor(98.2010),90.61923786109402
tensor(98.5614),89.18638598647817
