Percentage of Weights pruned,Test Accuracy
0,93.89213275968038
tensor(20.0007),94.01121696373693
tensor(36.0010),94.22633681622618
tensor(48.8015),94.29932390903502
tensor(59.0418),94.47218807621388
tensor(67.2340),94.50291948371235
tensor(73.7878),94.44913952059004
tensor(79.0306),94.29548248309771
tensor(83.2252),94.42993239090349
tensor(86.5805),94.41456668715426
tensor(89.2650),94.39151813153042
tensor(91.4126),94.03810694529808
tensor(93.1306),93.71158574062692
tensor(94.5048),93.83066994468345
tensor(95.6045),93.43884449907806
tensor(96.4841),93.08159188690841
tensor(97.1879),92.67055931161646
tensor(97.7506),91.89843269821758
tensor(98.2010),91.18776889981561
tensor(98.5614),89.83174554394591
