Percentage of Weights pruned,Test Accuracy
0,93.81530424093422
tensor(20.0007),94.42224953902888
tensor(36.0010),94.34157959434542
tensor(48.8015),94.52596803933619
tensor(59.0418),94.73340503995082
tensor(67.2340),94.7257221880762
tensor(73.7878),94.51060233558695
tensor(79.0306),94.52212661339888
tensor(83.2252),94.3838352796558
tensor(86.5805),94.56054087277197
tensor(89.2650),94.33005531653349
tensor(91.4126),94.11109403810694
tensor(93.1306),93.78457283343576
tensor(94.5048),93.94591272280269
tensor(95.6045),93.81914566687153
tensor(96.4841),93.01244622003686
tensor(97.1879),92.42086662569145
tensor(97.7506),91.87154271665642
tensor(98.2010),90.42716656422863
tensor(98.5614),89.67808850645359
