Percentage of Weights pruned,Test Accuracy
0,93.62707437000614
tensor(20.0007),93.9420712968654
tensor(36.0009),94.31084818684695
tensor(48.8013),94.45298094652735
tensor(59.0416),94.63736939151812
tensor(67.2337),94.35694529809464
tensor(73.7874),94.7218807621389
tensor(79.0303),94.56054087277197
tensor(83.2246),94.16103257529194
tensor(86.5803),94.32621389059618
tensor(89.2647),94.39151813153042
tensor(91.4123),94.10725261216963
tensor(93.1303),94.08804548248308
tensor(94.5046),93.73847572218807
tensor(95.6043),93.89597418561769
tensor(96.4841),93.34280885064535
tensor(97.1879),93.02012907191148
tensor(97.7508),92.44391518131529
tensor(98.2013),91.92148125384142
tensor(98.5614),91.22234173325138
tensor(98.8498),90.45405654578978
tensor(99.0803),88.59864781807006
