Percentage of Weights pruned,Test Accuracy
0,93.76920712968652
tensor(20.0007),94.11493546404425
tensor(36.0009),94.40688383527964
tensor(48.8013),94.49523663183773
tensor(59.0416),94.37999385371849
tensor(67.2337),94.60279655808235
tensor(73.7874),94.6719422249539
tensor(79.0303),94.45298094652735
tensor(83.2246),94.46834665027659
tensor(86.5803),94.56438229870928
tensor(89.2647),94.31468961278425
tensor(91.4123),94.1879225568531
tensor(93.1303),94.17255685310386
tensor(94.5046),94.08420405654579
tensor(95.6043),93.77688998156115
tensor(96.4841),93.7039028887523
tensor(97.1879),93.18915181315303
tensor(97.7508),92.82037492317147
tensor(98.2013),92.06745543945912
tensor(98.5614),91.13014751075599
tensor(98.8498),88.85218192993239
