Percentage of Weights pruned,Test Accuracy
0,93.51567301782421
tensor(20.0007),94.16103257529194
tensor(36.0009),94.29932390903502
tensor(48.8013),94.24554394591271
tensor(59.0416),94.42609096496619
tensor(67.2337),94.65657652120466
tensor(73.7874),94.51444376152426
tensor(79.0303),94.35310387215733
tensor(83.2246),94.42609096496619
tensor(86.5803),94.66041794714198
tensor(89.2647),94.34926244622002
tensor(91.4123),94.37615242778118
tensor(93.1303),94.24938537185002
tensor(94.5046),94.02274124154886
tensor(95.6043),93.7077443146896
tensor(96.4841),93.38122311001842
tensor(97.1879),92.93945912722802
tensor(97.7508),92.20958819913952
tensor(98.2013),91.67947141979101
tensor(98.5614),90.7921020282729
tensor(98.8498),89.65503995082975
