Percentage of Weights pruned,Test Accuracy
0,93.63091579594345
tensor(20.0007),94.29932390903502
tensor(36.0010),94.23401966810079
tensor(48.8015),94.70651505838966
tensor(59.0418),94.37231100184388
tensor(67.2340),94.65657652120466
tensor(73.7878),94.5797480024585
tensor(79.0306),94.79870928088505
tensor(83.2252),94.55285802089735
tensor(86.5805),94.41840811309157
tensor(89.2650),94.2417025199754
tensor(91.4126),94.1879225568531
tensor(93.1306),94.01121696373693
tensor(94.5048),93.60018438844499
tensor(95.6045),93.03549477566072
tensor(96.4841),92.44391518131529
tensor(97.1879),92.24800245851259
tensor(97.7506),92.02904118008604
tensor(98.2010),90.78441917639827
tensor(98.5614),90.4079594345421
tensor(98.8496),88.11846957590657
