Percentage of Weights pruned,Test Accuracy
0,93.67701290719114
tensor(20.0007),94.11493546404425
tensor(36.0010),94.30700676090964
tensor(48.8015),94.31853103872156
tensor(59.0418),94.43761524277812
tensor(67.2340),94.37999385371849
tensor(73.7878),94.49523663183773
tensor(79.0306),94.29164105716042
tensor(83.2252),94.23017824216349
tensor(86.5805),94.64889366933005
tensor(89.2650),94.39920098340502
tensor(91.4126),94.36846957590657
tensor(93.1306),93.89597418561769
tensor(94.5048),93.60786724031959
tensor(95.6045),93.53872157344806
tensor(96.4841),93.26213890596189
tensor(97.1879),92.639827904118
tensor(97.7506),92.10971112476952
tensor(98.2010),91.01874615857406
tensor(98.5614),89.02888752304855
