Percentage of Weights pruned,Test Accuracy
0,94.03810694529808
tensor(20.0007),94.09572833435772
tensor(36.0009),94.34157959434542
tensor(48.8013),94.33005531653349
tensor(59.0416),94.6757836508912
tensor(67.2337),95.0138291333743
tensor(73.7874),94.56438229870928
tensor(79.0303),94.41072526121695
tensor(83.2246),94.65657652120466
tensor(86.5803),94.61816226183159
tensor(89.2647),94.32621389059618
tensor(91.4123),94.46450522433926
tensor(93.1303),94.22249539028886
tensor(94.5046),94.00737553779962
tensor(95.6043),93.74615857406269
tensor(96.4841),93.4081130915796
tensor(97.1879),93.27750460971112
tensor(97.7508),92.80885064535956
tensor(98.2013),91.54502151198524
tensor(98.5614),90.48862937922556
tensor(98.8498),89.57437000614628
