Percentage of Weights pruned,Test Accuracy
0,93.74231714812538
tensor(20.0007),94.15334972341732
tensor(36.0009),94.33005531653349
tensor(48.8013),94.44913952059004
tensor(59.0416),94.61816226183159
tensor(67.2337),94.44913952059004
tensor(73.7874),94.56822372464659
tensor(79.0303),94.42993239090349
tensor(83.2246),94.50676090964966
tensor(86.5803),94.5298094652735
tensor(89.2647),94.30700676090964
tensor(91.4123),94.10725261216963
tensor(93.1303),94.04963122311001
tensor(94.5046),93.86524277811922
tensor(95.6043),93.66548862937923
tensor(96.4841),93.21220036877689
tensor(97.1879),92.98939766441302
tensor(97.7508),92.27873386601105
tensor(98.2013),91.66026429010448
tensor(98.5614),90.96496619545175
tensor(98.8498),90.01613398893669
tensor(99.0803),88.92901044867855
