Percentage of Weights pruned,Test Accuracy
0,93.73079287031345
tensor(20.0007),94.03042409342348
tensor(36.0010),94.28011677934849
tensor(48.8015),94.44145666871542
tensor(59.0418),94.73340503995082
tensor(67.2340),94.47987092808849
tensor(73.7878),94.55285802089735
tensor(79.0306),94.57206515058388
tensor(83.2252),94.21481253841425
tensor(86.5805),94.55285802089735
tensor(89.2650),94.35694529809464
tensor(91.4126),94.13414259373079
tensor(93.1306),93.98432698217579
tensor(94.5048),93.74999999999999
tensor(95.6045),93.80762138905962
tensor(96.4841),93.03165334972341
tensor(97.1879),92.70513214505223
tensor(97.7506),92.0597725875845
tensor(98.2010),91.48740012292562
tensor(98.5614),90.76137062077443
tensor(98.8496),88.97126613398892
