Percentage of Weights pruned,Test Accuracy
0,93.61555009219421
tensor(20.0007),93.99200983405039
tensor(36.0009),94.19944683466503
tensor(48.8013),94.15334972341732
tensor(59.0416),94.37231100184388
tensor(67.2337),94.38767670559311
tensor(73.7874),94.58743085433312
tensor(79.0303),94.13414259373079
tensor(83.2246),94.30316533497233
tensor(86.5803),94.39151813153042
tensor(89.2647),94.29932390903502
tensor(91.4123),94.12261831591886
tensor(93.1303),93.78457283343576
tensor(94.5046),93.95743700061462
tensor(95.6043),93.71542716656423
tensor(96.4841),93.29671173939765
tensor(97.1879),92.99323909035033
tensor(97.7508),92.26336816226183
tensor(98.2013),91.51429010448678
tensor(98.5614),90.78826060233558
tensor(98.8498),90.60003073140749
tensor(99.0803),88.98279041180085
