Percentage of Weights pruned,Test Accuracy
0,93.83835279655808
tensor(20.0007),94.20328826060232
tensor(36.0009),94.57590657652119
tensor(48.8013),94.66041794714198
tensor(59.0416),94.57206515058388
tensor(67.2337),94.69499078057775
tensor(73.7874),94.7718192993239
tensor(79.0303),94.65273509526736
tensor(83.2246),94.42224953902888
tensor(86.5803),94.55285802089735
tensor(89.2647),94.66041794714198
tensor(91.4123),94.21865396435156
tensor(93.1303),94.33773816840811
tensor(94.5046),93.95743700061462
tensor(95.6043),93.80377996312231
tensor(96.4841),93.60786724031959
tensor(97.1879),93.09311616472033
tensor(97.7508),92.70513214505223
tensor(98.2013),91.30685310387216
tensor(98.5614),89.36693300553165
