Percentage of Weights pruned,Test Accuracy
0,90.08143822987093
tensor(20.0007),91.05716041794713
tensor(36.0010),91.47587584511369
tensor(48.8015),91.95989551321449
tensor(59.0418),91.96757836508911
tensor(67.2340),92.18269821757836
tensor(73.7878),91.82160417947142
tensor(79.0306),91.77166564228641
tensor(83.2252),92.32867240319605
tensor(86.5805),91.7178856791641
tensor(89.2650),91.73709280885063
tensor(91.4126),91.21850030731406
tensor(93.1306),91.0917332513829
tensor(94.5048),90.48478795328825
tensor(95.6045),89.87015980331898
