Percentage of Weights pruned,Test Accuracy
0,93.60402581438228
tensor(20.0007),93.89597418561769
tensor(36.0009),94.28011677934849
tensor(48.8013),94.35310387215733
tensor(59.0416),94.34926244622002
tensor(67.2337),94.36462814996926
tensor(73.7874),94.37231100184388
tensor(79.0303),94.5298094652735
tensor(83.2246),94.47987092808849
tensor(86.5803),94.20328826060232
tensor(89.2647),94.27243392747387
tensor(91.4123),94.29164105716042
tensor(93.1303),94.10341118623232
tensor(94.5046),93.53872157344806
tensor(95.6043),93.52335586969882
tensor(96.4841),92.94714197910264
tensor(97.1879),92.88952059004302
tensor(97.7508),92.0597725875845
tensor(98.2013),91.49508297480024
tensor(98.5614),90.40411800860478
tensor(98.8498),89.59741856177013
