Percentage of Weights pruned,Test Accuracy
0,93.84987707437
tensor(20.0007),94.06115550092193
tensor(36.0009),94.39920098340502
tensor(48.8013),94.48755377996312
tensor(59.0416),94.46450522433926
tensor(67.2337),94.55285802089735
tensor(73.7874),94.57206515058388
tensor(79.0303),94.34926244622002
tensor(83.2246),94.41840811309157
tensor(86.5803),94.51828518746159
tensor(89.2647),94.14182544560539
tensor(91.4123),94.31468961278425
tensor(93.1303),94.01889981561155
tensor(94.5046),93.7538414259373
tensor(95.6043),93.57329440688382
tensor(96.4841),93.43500307314075
tensor(97.1879),93.19683466502765
tensor(97.7508),92.94714197910264
tensor(98.2013),92.01751690227412
tensor(98.5614),91.26075599262445
tensor(98.8498),90.58850645359556
tensor(99.0803),89.50906576521204
