Percentage of Weights pruned,Test Accuracy
0,93.94975414874
tensor(20.0007),94.12645974185617
tensor(36.0009),94.45298094652735
tensor(48.8013),94.34542102028271
tensor(59.0416),94.59895513214505
tensor(67.2337),94.66425937307929
tensor(73.7874),94.75645359557467
tensor(79.0303),94.71803933620158
tensor(83.2246),94.60279655808235
tensor(86.5803),94.55669944683466
tensor(89.2647),94.24554394591271
tensor(91.4123),94.49139520590042
tensor(93.1303),94.21481253841425
tensor(94.5046),93.84987707437
tensor(95.6043),93.49262446220035
tensor(96.4841),93.33896742470804
tensor(97.1879),93.35049170251996
tensor(97.7508),92.65519360786723
tensor(98.2013),92.41318377381683
tensor(98.5614),91.90227412415489
tensor(98.8498),90.93807621389058
tensor(99.0803),89.20943454210202
