Epoch,Train Accuracy,Validation Accuracy,Test Accuracy
0,8.8346104144295,14.879327290597358,13.256760909649662
1,18.28622390477404,18.881729824178226,19.452980946527347
2,19.039732085980017,18.914491645735502,19.502919483712354
3,19.039732085980017,18.903571038549742,19.533650891210815
4,19.028811677556742,18.919951949328386,19.549016594960047
5,19.03063174562729,18.903571038549742,19.549016594960047
6,19.03427188176838,18.903571038549742,19.56438229870928
7,19.036091949838926,18.925412252921262,19.56822372464659
8,19.074313379320387,18.930872556514142,19.606637984019667
9,19.145296034071677,19.154745003822214,19.718039336201596
